uid,species,genotype,split
Tomato_Olympus_Exp13_Suberin_mutants_21-30_18,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_21,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_22,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_24,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_25,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_28,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_29,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_31,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_32,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_34,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_35,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_37,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp13_Suberin_mutants_21-30_38,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_01,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_04,Solanum_lycopersicum,slmyb92,test
Tomato_Olympus_Exp14_Suberin_mutants_31-40_05,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_07,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_08,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_10,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_12,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_13,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_16,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_18,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_20,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_21,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_22,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_24,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_25,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_27,Solanum_lycopersicum,slmyb92,test
Tomato_Olympus_Exp14_Suberin_mutants_31-40_32,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_34,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp14_Suberin_mutants_31-40_35,Solanum_lycopersicum,slmyb92,train
Tomato_Olympus_Exp15_Suberin_mutants_41-45_01,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp15_Suberin_mutants_41-45_05,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp15_Suberin_mutants_41-45_08,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp15_Suberin_mutants_41-45_11,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp15_Suberin_mutants_41-45_13,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp15_Suberin_mutants_41-45_15,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp15_Suberin_mutants_41-45_18,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp15_Suberin_mutants_41-45_19,Solanum_lycopersicum,slmyb92,val
Tomato_Olympus_Exp16_WT_7_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_7_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_7_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_8_01,Solanum_lycopersicum,M82,test
Tomato_Olympus_Exp16_WT_8_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_9_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_9_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_11_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_11_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_11_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_13_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_13_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_13_03,Solanum_lycopersicum,M82,test
Tomato_Olympus_Exp16_WT_14_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_14_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_14_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_15_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_15_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_15_04,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_19_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_19_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_19_04,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_20_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_20_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_22_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_22_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_23_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_23_03,Solanum_lycopersicum,M82,test
Tomato_Olympus_Exp16_WT_24_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_24_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_25_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_25_05,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_26_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_26_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_27_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_27_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_27_04,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_28_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_28_04,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_29_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_30_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_30_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_31_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_31_04,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_32_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_32_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_32_03,Solanum_lycopersicum,M82,test
Tomato_Olympus_Exp16_WT_33_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_33_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_34_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp16_WT_34_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_34_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_35_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_36_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_37_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_38_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_40_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_42_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_43_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_43_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_44_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_45_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_46_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_47_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_48_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_49_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_50_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_52_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_53_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_54_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_55_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp17_WT_56_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp18_WT_34_07,Solanum_lycopersicum,M82,val
Tomato_Olympus_Exp18_WT_35_03,Solanum_lycopersicum,M82,val
Tomato_Olympus_Exp18_WT_36_03,Solanum_lycopersicum,M82,val
Tomato_Olympus_Exp18_WT_37_06,Solanum_lycopersicum,M82,val
Tomato_Olympus_Exp18_WT_38_07,Solanum_lycopersicum,M82,test
Tomato_Olympus_Exp18_WT_39_06,Solanum_lycopersicum,M82,val
Tomato_Olympus_Exp18_WT_40_04,Solanum_lycopersicum,M82,val
Tomato_Olympus_Exp18_WT_41_03,Solanum_lycopersicum,M82,val
Tomato_Olympus_Exp18_WT_42_04,Solanum_lycopersicum,M82,val
Tomato_Olympus_Exp19_WT_43_24-02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_44_24-01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_45_24-03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_46_24-02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_46_24-03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_47_24-03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_47_24-05,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_48_24-01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_49_24-04,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_50_24-02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_51_24-03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_52_24-01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_52_24-03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_53_24-04,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_53_24-05,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_53_24-06,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_54_24-02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_54_24-04,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_54_24-05,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_54_24-06,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_55_24-01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp19_WT_55_24-03,Solanum_lycopersicum,M82,test
Tomato_Olympus_Exp19_WT_56_24-01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_71-72-73_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_71-72-73_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_71-72-73_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-77-82_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-77-82_04,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-77-82_06,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-77-82_07,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-77-82_09,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-77-82_13,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-77-82_18,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-83-88_04,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-83-88_10,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-83-88_15,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-83-88_19,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-89-94_11,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-89-94_15,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-89-94_19,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-95-97_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-95-97_03,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-95-97_07,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-95-97_09,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-98-100_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-98-100_05,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-101-106_05,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-101-106_10,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-101-106_13,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-110-114_05,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-110-114_07,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-110-114_10,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-110-114_14,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-115-117_01,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-115-117_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-118-120_02,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-118-120_05,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-118-120_06,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-118-120_07,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-121-126_04,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-121-126_11,Solanum_lycopersicum,M82,train
Tomato_Olympus_Exp20_WT_-121-126_13,Solanum_lycopersicum,M82,train
Tomato_C10_Exp1_M82_WT_A2ROI1,Solanum_lycopersicum,M82,val
Tomato_C10_Exp1_M82_WT_A4ROI1,Solanum_lycopersicum,M82,val
Tomato_C10_Exp1_M82_WT_A7ROI1,Solanum_lycopersicum,M82,val
Tomato_C10_Exp1_M82_WT_A8ROI1,Solanum_lycopersicum,M82,val
Tomato_C10_Exp2_M82_WT_B1ROI1,Solanum_lycopersicum,M82,val
Tomato_C10_Exp2_M82_WT_B2ROI1,Solanum_lycopersicum,M82,val
Tomato_C10_Exp2_M82_WT_B3ROI1,Solanum_lycopersicum,M82,val
Tomato_C10_Exp2_M82_WT_B5ROI1,Solanum_lycopersicum,M82,val
Tomato_C10_Exp2_M82_WT_B6ROI1,Solanum_lycopersicum,M82,val
Tomato_C10_Exp2_M82_WT_B8ROI1,Solanum_lycopersicum,M82,val
Tomato_C10_Exp2_M82_WT_G10ROI1,Solanum_lycopersicum,M82,val
Tomato_C10_Exp3_M82_WT_A1ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_A2ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_A4ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_A5,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_A6,Solanum_lycopersicum,M82,test
Tomato_C10_Exp3_M82_WT_A7ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_A8ROI1,Solanum_lycopersicum,M82,test
Tomato_C10_Exp3_M82_WT_A9,Solanum_lycopersicum,M82,test
Tomato_C10_Exp3_M82_WT_A10,Solanum_lycopersicum,M82,test
Tomato_C10_Exp3_M82_WT_A12ROI1,Solanum_lycopersicum,M82,test
Tomato_C10_Exp3_M82_WT_B1ROI1,Solanum_lycopersicum,M82,test
Tomato_C10_Exp3_M82_WT_B2ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_B3,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_B3ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_B4,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_B5ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_B6ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_B10,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_C4ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_C12ROI1,Solanum_lycopersicum,M82,test
Tomato_C10_Exp3_M82_WT_D5,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_D7,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_D8,Solanum_lycopersicum,M82,test
Tomato_C10_Exp3_M82_WT_E4ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_E5ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_E6ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_E7ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_E8,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_E9ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_E10,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_E11,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_E12ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_F2ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_F7,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_F10ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_F11ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_G3ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_G7,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_G9,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_G10ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_G11ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_G12ROI1,Solanum_lycopersicum,M82,test
Tomato_C10_Exp3_M82_WT_H1ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_H2ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_H3ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_H4ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_H5ROI1,Solanum_lycopersicum,M82,test
Tomato_C10_Exp3_M82_WT_H6ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_H7ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_H8,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_H9,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_H9ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_H11ROI1,Solanum_lycopersicum,M82,train
Tomato_C10_Exp3_M82_WT_H12ROI1,Solanum_lycopersicum,M82,train
Sorghum_Olympus_Exp100_LLC2960_03,Sorghum,Teshale,test
Sorghum_Olympus_Exp100_LLC2960_07,Sorghum,Teshale,test
Sorghum_Olympus_Exp100_LLC2960_13,Sorghum,Teshale,test
Sorghum_Olympus_Exp100_LLC2960_20,Sorghum,Teshale,test
Sorghum_Olympus_Exp71_PDB134_01,Sorghum,Teshale,test
Sorghum_Olympus_Exp71_PDB134_02,Sorghum,Teshale,test
Sorghum_Olympus_Exp71_PDB134_06,Sorghum,Teshale,test
Sorghum_Olympus_Exp71_PDB134_10,Sorghum,Teshale,test
Sorghum_Olympus_Exp74_PDB143_01,Sorghum,Teshale,test
Sorghum_Olympus_Exp74_PDB143_05,Sorghum,Teshale,test
Sorghum_Olympus_Exp74_PDB143_14,Sorghum,Teshale,test
Sorghum_Olympus_Exp74_PDB143_22,Sorghum,Teshale,test
Sorghum_Olympus_Exp75_PDB161_07,Sorghum,Teshale,test
Sorghum_Olympus_Exp75_PDB161_12,Sorghum,Teshale,test
Sorghum_Olympus_Exp75_PDB161_16,Sorghum,Teshale,test
Sorghum_Olympus_Exp75_PDB161_27,Sorghum,Teshale,test
Sorghum_Olympus_Exp88_N3_11,Sorghum,Teshale,test
Sorghum_Olympus_Exp88_N3_14,Sorghum,Teshale,test
Sorghum_Olympus_Exp88_N3_19,Sorghum,Teshale,test
Sorghum_Olympus_Exp88_N3_22,Sorghum,Teshale,test
Sorghum_Olympus_Exp94_LLC3456_03,Sorghum,Teshale,test
Sorghum_Olympus_Exp94_LLC3456_09,Sorghum,Teshale,test
Sorghum_Olympus_Exp94_LLC3456_11,Sorghum,Teshale,test
Sorghum_Olympus_Exp94_LLC3456_13,Sorghum,Teshale,test
